222	18 
223	7 16 17 
224	26 
225	23 
226	25 
227	13 
228	1 3 22 
229	26 
230	10 
231	16 
232	15 
233	16 
234	23 
235	23 
236	7 
237	16 
238	5 
239	18 
240	8 9 14 
241	3 9 23 
242	5 
243	20 
244	1 
245	1 
246	2 
247	8 
248	8 9 12 
249	11 
250	21 
251	4 
252	8 
253	19 
254	26 
255	24 
256	5 
257	5 
258	19 
259	17 
260	8 
261	17 
262	8 
263	6 
264	13 15 20 
265	13 
266	4 
267	13 18 20 
268	10 
269	22 
270	18 
271	17 
272	26 
273	19 
274	3 
275	8 
276	16 
277	5 
278	15 
279	1 
280	23 
281	16 
282	15 
283	5 
284	11 
285	7 13 22 
286	11 
287	2 11 25 
288	13 
289	1 
290	10 
291	10 
292	12 
293	16 
294	3 
295	25 
296	14 
297	22 
298	25 
299	19 
300	25 
301	18 
302	2 
303	4 
304	1 
305	25 
306	20 
307	1 
308	14 
309	7 18 22 
310	21 
311	1 
312	15 
313	12 
314	13 
315	24 
316	3 
317	1 
318	21 
319	7 
320	9 
321	9 
322	17 
323	3 
324	18 
325	26 
326	21 
327	13 
328	16 
329	1 
330	3 7 8 
331	4 
332	10 
333	18 
334	1 
335	17 
336	18 
337	19 
338	2 7 12 
339	10 
340	2 
341	10 
342	15 
343	12 
344	8 17 25 
345	17 
346	2 
347	4 
348	24 
349	7 
350	3 8 26 
351	7 
352	25 
353	25 
354	16 
355	8 
356	21 
357	18 
358	2 
359	11 
360	8 
361	5 
362	21 
363	9 
364	10 
365	8 
366	2 
367	18 
368	20 
369	7 
370	8 
371	15 
372	1 
373	11 
374	8 
375	7 
376	9 16 19 
377	26 
378	7 
379	15 
380	5 
381	8 
382	13 
383	11 
384	9 15 25 
385	12 13 25 
386	7 
387	17 
388	18 
389	1 
390	2 
391	1 4 18 
392	21 
393	3 
394	4 25 26 
395	4 
396	13 
397	21 
398	22 
399	2 
400	22 
401	7 
402	21 
403	10 
404	15 
405	21 
406	4 16 21 
407	4 
408	2 
409	25 
410	18 
411	16 
412	16 
413	7 
414	4 
415	1 
416	21 
417	25 
418	3 
419	6 
420	21 
421	12 
422	3 5 16 
423	22 
424	3 
425	4 
426	7 
427	9 
428	20 
429	25 
430	14 
431	23 
432	21 
433	7 
434	18 
435	18 
436	10 
437	18 
438	15 18 23 
439	5 
440	16 
441	1 
442	1 
443	11 13 14 
444	19 
445	23 
446	19 
447	3 
448	14 
449	15 
450	10 
451	1 
452	7 
453	13 16 20 
454	16 
455	3 
456	14 
457	14 15 26 
458	21 
459	21 
460	11 14 18 
461	13 
462	18 
463	7 
464	2 
465	16 
466	14 
467	2 3 7 
468	15 
469	16 
470	18 
471	20 
472	10 
473	3 
474	23 
475	25 
476	1 
477	5 
478	8 
479	21 
480	12 
481	14 
482	7 
483	7 
484	22 
485	21 
486	16 
487	8 
488	8 
489	2 3 16 
490	14 16 25 
491	14 
492	12 
493	9 
494	3 
495	1 
496	23 
497	25 
498	8 
499	18 
500	15 
501	25 
502	10 
503	7 15 21 
504	15 
505	13 
506	4 22 25 
507	14 
508	4 13 15 
509	24 
510	10 
511	4 
512	7 
513	20 
514	1 
515	20 
516	4 
517	6 
518	1 16 20 
519	8 
520	10 
521	5 7 25 
522	13 
523	18 
524	7 
525	11 
526	16 20 23 
527	1 
528	10 
529	14 
530	6 24 26 
531	20 
532	18 
533	16 
534	1 
535	7 
536	25 
537	17 
538	3 
539	14 23 26 
540	26 
541	16 
542	26 
543	6 
544	7 16 24 
545	21 
546	19 
547	14 
548	12 13 22 
549	16 
550	18 
551	25 
552	24 
553	12 
554	18 
555	15 
556	16 
557	23 
558	16 
559	11 
560	3 
561	18 
562	18 
563	4 
564	3 
565	13 
566	22 
567	12 
568	1 10 17 
569	3 
570	4 
571	22 
572	21 
573	4 
574	4 
575	17 
576	8 
577	21 
578	1 8 19 
579	6 
580	7 
581	21 
582	11 
583	1 
584	26 
585	23 
586	9 
587	18 
588	9 
589	21 
590	19 
591	20 
592	4 
593	2 
594	22 24 26 
595	16 
596	22 
597	23 
598	16 
599	12 
600	1 9 15 
601	13 
602	18 
603	1 
604	17 
605	4 
606	16 
607	13 
608	18 
609	22 
610	6 
611	1 
612	1 
613	14 
614	19 
615	9 
616	23 
617	6 
618	9 
619	2 
620	20 
621	25 
622	20 
623	23 
624	15 16 23 
625	22 
626	23 
627	13 
628	4 
629	26 
630	13 
631	7 
632	16 
633	16 
634	25 
635	8 
636	18 21 25 
637	1 
638	22 
639	23 
640	13 
641	21 
642	10 
643	15 
644	7 
645	17 
646	23 
647	10 
648	6 9 11 
649	5 
650	15 
651	23 
652	7 
653	8 
654	23 
655	24 
656	6 
657	25 
658	7 
659	17 
660	2 
661	1 
662	17 
663	18 
664	13 
665	22 
666	1 11 15 
667	4 
668	13 
669	4 
670	6 
671	23 
672	20 
673	5 
674	14 
675	8 
676	18 
677	8 
678	8 14 18 
679	21 
680	18 
681	11 
682	23 
683	1 
684	3 
685	4 
686	3 14 23 
687	25 
688	4 
689	1 
690	21 
691	16 18 24 
692	7 
693	7 
694	10 19 24 
695	11 
696	3 14 16 
697	5 20 25 
698	11 
699	10 
700	13 
701	4 
702	16 
703	17 
704	1 8 14 
705	10 
706	4 
707	23 
708	7 
709	4 
710	22 
711	22 
712	13 
713	6 
714	13 
715	16 
716	4 
717	16 
718	17 
719	16 
720	10 
721	19 
722	5 
723	7 
724	4 
725	2 13 14 
726	5 
727	8 
728	18 
729	9 
730	1 
731	23 
732	7 
733	6 
734	7 
735	13 
736	16 
737	20 
738	13 
739	5 
740	2 
741	22 
742	1 
743	14 
744	22 
745	23 
746	17 
747	4 
748	9 
749	26 
750	17 
751	7 
752	19 
753	13 
754	9 
755	14 
756	2 15 17 
757	4 15 19 
758	18 
759	16 
760	10 
761	22 
762	7 
763	20 
764	4 
765	16 
766	22 
767	6 
768	23 
769	5 
770	2 13 17 
771	10 
772	15 
773	3 
774	3 6 23 
775	10 
776	3 
777	23 
778	1 
779	7 
780	3 12 22 
781	7 
782	15 
783	21 
784	1 
785	18 
786	21 
787	1 
788	7 
789	2 
790	1 16 21 
791	26 
792	19 
793	26 
794	23 
795	13 
796	8 9 23 
797	4 
798	1 
799	25 
800	5 
801	4 15 20 
802	3 
803	4 
804	5 
805	6 
806	10 
807	15 
808	13 
809	4 
810	5 
811	16 
812	13 
813	8 
814	2 
815	3 
816	10 
817	15 
818	18 
819	18 
820	21 
821	3 
822	1 
823	1 
824	26 
825	23 
826	20 
827	25 
828	18 
829	5 
830	18 
831	20 
832	5 
833	8 
834	3 
835	21 
836	18 
837	22 
838	4 
839	3 
840	26 
841	18 
842	20 
843	1 
844	7 
845	9 
846	13 
847	15 
848	3 
849	22 
850	10 
851	26 
852	12 
853	19 
854	5 
855	3 
856	15 
857	2 
858	18 
859	18 
860	13 
861	13 15 16 
862	5 
863	11 
864	16 18 23 
865	13 
866	4 
867	18 
868	12 
869	12 
870	16 
871	8 
872	7 
873	4 
874	9 
875	12 
876	17 
877	23 
878	1 4 23 
879	1 
880	18 
881	21 
882	14 
883	4 
884	13 
885	2 
886	2 
887	7 
888	21 
889	5 
890	1 
891	23 
892	17 
893	4 
894	15 
895	15 
896	22 
897	9 
898	18 
899	20 
900	13 
901	11 
902	18 
903	2 
904	15 
905	14 
906	16 
907	21 
908	17 
909	2 
910	13 
911	17 
912	4 21 22 
913	3 
914	16 
915	15 
916	15 
917	25 
918	18 
919	14 
920	5 
921	14 
922	4 
923	15 
924	21 
925	18 
926	20 
927	1 
928	2 
929	15 
930	1 
931	7 
932	7 
933	18 
934	1 13 15 
935	15 18 19 
936	19 
937	4 
938	23 
939	2 7 11 
940	8 
941	22 
942	1 
943	7 
944	10 
945	1 
946	18 
947	4 6 8 
948	13 18 24 
949	10 
950	7 
951	4 
952	11 
953	3 
954	17 
955	21 
956	1 
957	4 
958	18 
959	13 
960	21 
961	18 
962	10 
963	20 
964	8 
965	18 
966	16 
967	16 
968	1 
969	16 
970	18 
971	23 
972	1 
973	18 
974	17 
975	18 20 26 
976	21 
977	1 2 3 
978	20 
979	4 
980	3 
981	16 
982	15 
983	7 
984	5 
985	18 
986	18 
987	16 
988	18 
989	10 
990	22 
991	23 
992	23 
993	4 
994	4 
995	2 
996	7 
997	20 
998	7 
999	18 
1000	25 
