527	13 
528	9 
529	20 
530	20 
531	20 
532	19 
533	15 
534	3 
535	3 11 12 
536	20 
537	7 
538	15 
539	18 
540	15 
541	6 
542	12 
543	13 
544	6 
545	20 
546	12 
547	17 
548	14 
549	9 
550	20 
551	21 
552	13 
553	1 7 10 
554	7 
555	17 
556	12 
557	1 
558	8 
559	9 
560	10 18 19 
561	15 
562	12 
563	9 
564	21 
565	14 
566	16 
567	17 
568	14 
569	1 
570	14 
571	22 
572	17 
573	15 
574	6 15 20 
575	19 
576	10 
577	10 
578	19 
579	3 
580	20 
581	3 
582	14 
583	2 
584	9 
585	15 
586	2 
587	10 
588	3 
589	12 
590	8 
591	6 
592	4 
593	20 
594	12 
595	1 
596	15 
597	1 
598	15 
599	9 
600	10 
601	4 
602	10 
603	17 
604	15 
605	4 
606	9 19 20 
607	19 
608	10 
609	13 
610	7 
611	15 
612	21 
613	19 
614	13 
615	22 
616	15 
617	6 
618	21 
619	3 
620	12 14 15 
621	17 
622	11 
623	19 
624	3 
625	18 
626	9 
627	8 
628	14 
629	13 
630	3 10 19 
631	19 
632	18 
633	6 
634	6 12 21 
635	16 
636	6 
637	2 12 21 
638	7 
639	15 
640	5 
641	7 
642	12 
643	6 
644	3 
645	15 
646	19 
647	4 
648	12 
649	10 
650	8 
651	1 
652	6 
653	3 12 14 
654	15 
655	18 
656	6 21 22 
657	15 
658	4 
659	20 
660	16 
661	13 
662	21 
663	17 
664	21 
665	14 
666	22 
667	3 
668	2 
669	15 
670	14 
671	20 
672	10 
673	2 
674	20 
675	3 
676	4 
677	22 
678	5 
679	4 
680	12 14 17 
681	1 
682	10 
683	10 14 19 
684	10 
685	7 
686	13 
687	7 
688	13 
689	17 
690	21 
691	12 
692	8 
693	20 
694	6 11 20 
695	8 
696	10 17 19 
697	1 
698	19 
699	13 
700	6 
701	9 
702	20 
703	15 
704	13 
705	3 
706	6 10 15 
707	7 
708	16 
709	9 
710	3 
711	15 
712	3 13 18 
713	16 
714	10 
715	21 
716	19 
717	3 
718	9 
719	3 
720	17 
721	18 
722	14 
723	19 
724	3 
725	9 
726	13 
727	8 14 17 
728	1 
729	2 
730	17 
731	1 
732	18 
733	14 
734	4 
735	17 
736	20 
737	16 
738	3 
739	19 
740	17 
741	20 
742	10 
743	20 
744	2 
745	9 
746	1 
747	2 3 20 
748	6 
749	15 
750	4 
751	5 
752	21 
753	4 
754	18 
755	11 
756	17 
757	15 
758	19 
759	14 
760	6 18 19 
761	20 
762	11 
763	20 
764	3 
765	14 
766	12 
767	9 
768	3 
769	15 
770	20 
771	13 
772	17 
773	4 
774	19 
775	6 
776	6 
777	1 
778	15 
779	17 
780	21 
781	8 
782	10 
783	14 
784	13 
785	9 
786	7 
787	12 
788	4 
789	3 
790	3 4 9 
791	12 
792	1 
793	4 
794	3 4 20 
795	7 
796	14 
797	20 
798	1 
799	4 
800	9 
801	14 
802	1 
803	14 
804	17 
805	4 
806	15 
807	1 
808	20 
809	7 12 15 
810	9 
811	15 
812	12 
813	16 
814	10 
815	15 
816	5 14 19 
817	21 
818	8 
819	16 
820	6 15 20 
821	5 
822	14 
823	6 16 19 
824	16 
825	12 
826	19 
827	6 
828	4 
829	19 
830	19 
831	3 
832	5 
833	21 
834	19 
835	20 
836	20 
837	21 
838	15 
839	3 
840	2 
841	7 
842	20 
843	21 
844	15 
845	9 
846	16 
847	5 
848	3 
849	13 
850	21 
851	21 
852	16 
853	5 
854	21 
855	9 
856	19 
857	17 
858	19 
859	1 15 19 
860	9 
861	5 
862	13 15 20 
863	14 
864	2 
865	13 
866	15 
867	13 
868	10 
869	15 
870	9 14 19 
871	15 
872	1 4 5 
873	14 
874	16 
875	5 
876	20 
877	16 
878	6 
879	13 
880	10 
881	5 
882	13 
883	21 
884	19 
885	17 
886	2 
887	20 
888	7 
889	20 
890	1 
891	3 9 16 
892	1 
893	7 
894	20 
895	3 
896	7 
897	19 
898	20 
899	10 
900	2 
901	9 
902	17 
903	4 
904	6 
905	1 
906	3 
907	20 
908	2 
909	2 
910	3 5 21 
911	5 
912	3 16 17 
913	15 
914	10 
915	21 
916	16 
917	2 
918	19 
919	1 
920	11 20 22 
921	20 
922	4 
923	19 
924	13 
925	17 
926	9 
927	20 
928	2 
929	12 
930	15 
931	15 
932	10 
933	10 
934	14 
935	6 
936	10 
937	17 
938	1 4 19 
939	20 
940	7 
941	3 
942	20 
943	15 
944	6 
945	6 
946	6 
947	9 
948	9 10 13 
949	14 
950	9 11 15 
951	2 7 21 
952	1 3 10 
953	7 
954	4 
955	15 
956	10 
957	1 
958	2 
959	15 
960	3 8 13 
961	21 
962	21 
963	9 17 20 
964	20 
965	17 
966	20 
967	20 
968	5 
969	2 3 20 
970	6 
971	4 
972	3 
973	10 
974	12 
975	16 
976	12 
977	20 
978	6 
979	5 11 15 
980	19 
981	3 
982	2 15 17 
983	1 
984	1 
985	17 
986	1 
987	15 
988	2 9 13 
989	21 
990	21 
991	9 12 21 
992	12 
993	19 
994	16 
995	19 
996	17 
997	2 
998	3 
999	19 
1000	17 
